Page Number,Product Page URL,Entry Number
1,https://www.newegg.com/buffalo-drivestation-duo-4tb/p/N82E16822165610?Item=N82E16822165610,69
1,https://www.newegg.com/p/1E8-0006-005J0?Item=1E8-0006-005J0,70
1,https://www.newegg.com/black-fantom-drives-professional-8tb/p/1YC-00C7-00005?Item=1YC-00C7-00005,71
1,https://www.newegg.com/black-lacie-d2-professional-8tb/p/1B0-0044-00033?Item=1B0-0044-00033,72
1,https://www.newegg.com/p/1YC-00C7-00003?Item=1YC-00C7-00003,73
1,https://www.newegg.com/black-fantom-drives-g-force-8tb/p/N82E16822204151?Item=N82E16822204151,74
1,https://www.newegg.com/wd-black-d10-8tb/p/N82E16822234381?Item=N82E16822234381,75
1,https://www.newegg.com/black-fantom-drives-professional-6tb/p/1YC-00C7-00001?Item=1YC-00C7-00001,76
1,https://www.newegg.com/seagate-expansion-12tb-black/p/N82E16822184957?Item=N82E16822184957,77
1,https://www.newegg.com/fantom-drives-gforce-3-pro-6tb-black/p/1YC-00C7-00002?Item=1YC-00C7-00002,78
1,https://www.newegg.com/p/N82E16822185037?Item=N82E16822185037,79
1,https://www.newegg.com/black-fantom-drives-g-force3-8tb/p/N82E16822204152?Item=N82E16822204152,80
1,https://www.newegg.com/black-wd-elements-10tb/p/N82E16822234350?Item=N82E16822234350,81
1,https://www.newegg.com/apricorn-aegis-padlock-fortress-1tb/p/N82E16822161165?Item=N82E16822161165,82
1,https://www.newegg.com/seagate-expansion-10tb-black/p/N82E16822184956?Item=N82E16822184956,83
1,https://www.newegg.com/black-wd-elements-8tb/p/N82E16822234349?Item=N82E16822234349,84
1,https://www.newegg.com/p/1Z4-0044-00009?Item=1Z4-0044-00009,85
1,https://www.newegg.com/p/1Z4-000K-00031?Item=1Z4-000K-00031,86
1,https://www.newegg.com/white-seagate-game-drive-hub-for-xbox-8tb/p/N82E16822174754?Item=N82E16822174754,87
1,https://www.newegg.com/seagate-firecuda-8tb/p/N82E16822184963?Item=N82E16822184963,88
1,https://www.newegg.com/black-wd-my-book-8tb/p/N82E16822235160?Item=N82E16822235160,89
1,https://www.newegg.com/apricorn-aegis-padlock-dt-2tb/p/N82E16822161138?Item=N82E16822161138,90
1,https://www.newegg.com/lacie-d2-professional-4tb/p/1VH-01FT-00002?Item=1VH-01FT-00002,91
1,https://www.newegg.com/p/1E8-004Z-004T1?Item=1E8-004Z-004T1,92
1,https://www.newegg.com/p/1E8-0006-005H9?Item=1E8-0006-005H9,93
1,https://www.newegg.com/apricorn-aegis-padlock-fortress-500gb/p/N82E16822161163?Item=N82E16822161163,94
1,https://www.newegg.com/fantom-drives-g-force3-pro-6tb-silver/p/1E8-0009-000T1?Item=1E8-0009-000T1,95
2,https://www.newegg.com/seagate-expansion-8tb-black/p/N82E16822184955?Item=N82E16822184955,96
2,https://www.newegg.com/verbatim-store-n-save-3tb/p/N82E16822215100?Item=N82E16822215100,97
2,https://www.newegg.com/black-wd-my-book-8tb/p/N82E16822235160R?Item=N82E16822235160R,98
2,https://www.newegg.com/black-buffalo-drivestation-ddr-3tb/p/N82E16822165533?Item=N82E16822165533,99
2,https://www.newegg.com/black-wd-my-book-6tb/p/N82E16822235157?Item=N82E16822235157,100
2,https://www.newegg.com/buffalo-drivestation-axis-velocity-4tb-black/p/1E8-004N-00012?Item=1E8-004N-00012,101
2,https://www.newegg.com/black-wd-my-book-4tb/p/N82E16822235158?Item=N82E16822235158,102
2,https://www.newegg.com/seagate-expansion-6tb-black/p/N82E16822184954?Item=N82E16822184954,103
2,https://www.newegg.com/black-verbatim-store-n-save-2tb/p/N82E16822215086?Item=N82E16822215086,104
2,https://www.newegg.com/black-wd-elements-6tb/p/N82E16822232981?Item=N82E16822232981,105
2,https://www.newegg.com/black-fantom-drives-g-force3-4tb/p/N82E16822510042?Item=N82E16822510042,106
2,https://www.newegg.com/p/1E8-002Z-000B6?Item=1E8-002Z-000B6,107
2,https://www.newegg.com/p/2BM-0039-00007?Item=2BM-0039-00007,108
2,https://www.newegg.com/p/1E8-0009-000U3?Item=1E8-0009-000U3,109
2,https://www.newegg.com/fantom-drives-gforce-3-pro-4tb-silver/p/1E8-0009-000P4?Item=1E8-0009-000P4,110
2,https://www.newegg.com/p/1Z4-000K-00030?Item=1Z4-000K-00030,111
2,https://www.newegg.com/p/1E8-0041-00046?Item=1E8-0041-00046,112
2,https://www.newegg.com/p/N82E16822510050?Item=N82E16822510050,113
2,https://www.newegg.com/black-buffalo-drivestation-axis-velocity-3tb/p/N82E16822165442?Item=N82E16822165442,114
2,https://www.newegg.com/p/1E8-002Z-000B8?Item=1E8-002Z-000B8,115
2,https://www.newegg.com/black-buffalo-drivestation-axis-velocity-2tb/p/N82E16822165441?Item=N82E16822165441,116
2,https://www.newegg.com/seagate-expansion-4tb-black/p/N82E16822184953?Item=N82E16822184953,117
2,https://www.newegg.com/black-fantom-drives-gforce-3-2tb/p/N82E16822204107?Item=N82E16822204107,118
2,https://www.newegg.com/black-iosafe-solopro-6tb/p/1Z4-0051-00006?Item=1Z4-0051-00006,119
2,https://www.newegg.com/p/N82E16822161174?Item=N82E16822161174,120
2,https://www.newegg.com/black-iosafe-solopro-6tb/p/1Z4-0051-00008?Item=1Z4-0051-00008,121
2,https://www.newegg.com/p/1E8-003X-00094?Item=1E8-003X-00094,122
2,https://www.newegg.com/black-iosafe-solopro-4tb/p/1Z4-0051-00013?Item=1Z4-0051-00013,123
2,https://www.newegg.com/black-lacie-2big-raid-16tb/p/N82E16822154810?Item=N82E16822154810,124
2,https://www.newegg.com/p/1E8-003X-00057?Item=1E8-003X-00057,125
2,https://www.newegg.com/black-iosafe-solopro-3tb/p/1Z4-0051-00014?Item=1Z4-0051-00014,126
2,https://www.newegg.com/lacie-d2-professional-16tb-black/p/N82E16822154822?Item=N82E16822154822,127
2,https://www.newegg.com/black-iosafe-solopro-2tb/p/1Z4-0051-00009?Item=1Z4-0051-00009,128
2,https://www.newegg.com/black-wd-my-book-duo-16tb/p/N82E16822232548?Item=N82E16822232548,129
2,https://www.newegg.com/black-iosafe-solopro-3tb/p/1Z4-0051-00004?Item=1Z4-0051-00004,130
2,https://www.newegg.com/lacie-1big-dock-10tb-black/p/N82E16822184938?Item=N82E16822184938,131
2,https://www.newegg.com/p/1Z4-00D4-000C8?Item=1Z4-00D4-000C8,132
2,https://www.newegg.com/p/1E8-003X-00093?Item=1E8-003X-00093,133
2,https://www.newegg.com/black-apricorn-aegis-padlock-dt-6tb/p/N82E16822161171?Item=N82E16822161171,134
2,https://www.newegg.com/p/1Z4-0051-00010?Item=1Z4-0051-00010,135
2,https://www.newegg.com/black-iosafe-solo-g3-4tb/p/N82E16822501073?Item=N82E16822501073,136
2,https://www.newegg.com/p/2RC-00DJ-00002?Item=2RC-00DJ-00002,137
2,https://www.newegg.com/wd-my-book-18tb-black/p/N82E16822234461?Item=N82E16822234461,138
2,https://www.newegg.com/p/1E8-0009-000S7?Item=1E8-0009-000S7,139
2,https://www.newegg.com/iosafe-solo-g3-2tb/p/N82E16822501053?Item=N82E16822501053,140
2,https://www.newegg.com/p/1E8-0009-000G7?Item=1E8-0009-000G7,141
2,https://www.newegg.com/p/N82E16822158165?Item=N82E16822158165,142
2,https://www.newegg.com/p/1E8-0009-000T2?Item=1E8-0009-000T2,143
2,https://www.newegg.com/black-fantom-drives-g-force-6tb/p/N82E16822204154?Item=N82E16822204154,144
2,https://www.newegg.com/wdbvbz0000nch-nesn/p/N82E16822235045?Item=N82E16822235045,145
2,https://www.newegg.com/p/1E8-0009-00018?Item=1E8-0009-00018,146
